=== LPC Import Credits ===
Generated: 2026-03-01 22:29:23
Total items: 1101

All assets imported under their respective safe licenses (CC0, OGA-BY, CC-BY).
Assets requiring GPL or CC-BY-SA were excluded from import.

[Afro] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-hair
[Original Longsleeves Overlay] (female) Authors: bluecarrot16, ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-teen-unisex-base-clothes ; http://opengameart.org/content/lpc-clothing-updates ; https://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Original Longsleeves Overlay] (female) Authors: JaidynReiman, Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; http://opengameart.org/content/lpc-clothing-updates ; https://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Original Longsleeves Overlay] (male) Authors: bluecarrot16, ElizaWy, JaidynReiman, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-7-womens-shirts ; http://opengameart.org/content/lpc-clothing-updates ; https://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Original Longsleeves Overlay] (male) Authors: bluecarrot16, ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-teen-unisex-base-clothes ; http://opengameart.org/content/lpc-clothing-updates ; https://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Original Longsleeves Overlay] (male) Authors: JaidynReiman, Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; http://opengameart.org/content/lpc-clothing-updates ; https://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Original Shortsleeves Overlay] (female) Authors: bluecarrot16, ElizaWy, JaidynReiman, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-7-womens-shirts ; http://opengameart.org/content/lpc-clothing-updates ; https://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Original Shortsleeves Overlay] (female) Authors: bluecarrot16, ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-teen-unisex-base-clothes ; http://opengameart.org/content/lpc-clothing-updates ; https://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Original Shortsleeves Overlay] (female) Authors: JaidynReiman, Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; http://opengameart.org/content/lpc-clothing-updates ; https://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Original Shortsleeves Overlay] (male) Authors: bluecarrot16, ElizaWy, JaidynReiman, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-7-womens-shirts ; http://opengameart.org/content/lpc-clothing-updates ; https://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Original Shortsleeves Overlay] (male) Authors: bluecarrot16, ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-teen-unisex-base-clothes ; http://opengameart.org/content/lpc-clothing-updates ; https://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Original Shortsleeves Overlay] (male) Authors: JaidynReiman, Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; http://opengameart.org/content/lpc-clothing-updates ; https://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Original Sleeveless] (female) Authors: bluecarrot16, ElizaWy, JaidynReiman, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; http://opengameart.org/content/lpc-revised-character-basics ; http://opengameart.org/content/lpc-clothing-updates ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Original Sleeveless] (female) Authors: bluecarrot16, ElizaWy, JaidynReiman, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-7-womens-shirts ; http://opengameart.org/content/lpc-revised-character-basics ; http://opengameart.org/content/lpc-clothing-updates ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Original Sleeveless] (female) Authors: Nyom, bluecarrot16, ElizaWy, JaidynReiman, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-7-womens-shirts ; http://opengameart.org/content/lpc-revised-character-basics ; http://opengameart.org/content/lpc-clothing-updates ; https://opengameart.org/content/lpc-teen-androgynous-short-sleeve-shirt ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Original Sleeveless] (male) Authors: bluecarrot16, ElizaWy, JaidynReiman, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; http://opengameart.org/content/lpc-revised-character-basics ; http://opengameart.org/content/lpc-clothing-updates ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Original Sleeveless] (male) Authors: bluecarrot16, ElizaWy, JaidynReiman, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-7-womens-shirts ; http://opengameart.org/content/lpc-revised-character-basics ; http://opengameart.org/content/lpc-clothing-updates ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Original Sleeveless] (male) Authors: Nyom, bluecarrot16, ElizaWy, JaidynReiman, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-7-womens-shirts ; http://opengameart.org/content/lpc-revised-character-basics ; http://opengameart.org/content/lpc-clothing-updates ; https://opengameart.org/content/lpc-teen-androgynous-short-sleeve-shirt ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Oval Charm] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Oval Charm] (male) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Overalls] (female) Authors: ElizaWy, bluecarrot16, JaidynReiman | License: OGA-BY 3.0, GPL 3.0 | https://opengameart.org/content/lpc-revised-character-basics ; http://opengameart.org/content/lpc-clothing-updates
[Overalls] (male) Authors: ElizaWy, bluecarrot16, JaidynReiman | License: OGA-BY 3.0, GPL 3.0 | https://opengameart.org/content/lpc-revised-character-basics ; http://opengameart.org/content/lpc-clothing-updates
[Overskirt] (female) Authors: bluecarrot16, Matthew Krohn (makrohn), Lanea Zimmerman (Sharm) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-dress-in-combat-poses ; http://opengameart.org/content/lpc-clothing-updates
[Page] (female) Authors: Page, Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-expanded-hair
[Page] (male) Authors: Page, Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-expanded-hair
[Page2] (female) Authors: JaidynReiman, ElizaWy, Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://github.com/ElizaWy/LPC/tree/main/Characters/Hair ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more
[Page2] (male) Authors: JaidynReiman, ElizaWy, Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://github.com/ElizaWy/LPC/tree/main/Characters/Hair ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more
[pale] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[pale] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[pall] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[pall] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[paly] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[paly] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[Pantaloons] (female) Authors: Nila122, JaidynReiman, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/more-lpc-clothes-and-hair ; https://opengameart.org/content/lpc-expanded-pants
[Pantaloons] (female) Authors: Nila122, JaidynReiman, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, GPL 2.0, GPL 3.0, CC-BY-SA 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/more-lpc-clothes-and-hair ; https://opengameart.org/content/lpc-expanded-pants
[Pantaloons] (female) Authors: Nila122, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/more-lpc-clothes-and-hair
[Pantaloons] (male) Authors: Nila122, JaidynReiman, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/more-lpc-clothes-and-hair ; https://opengameart.org/content/lpc-expanded-pants
[Pantaloons] (male) Authors: Nila122, JaidynReiman, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, GPL 2.0, GPL 3.0, CC-BY-SA 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/more-lpc-clothes-and-hair ; https://opengameart.org/content/lpc-expanded-pants
[Pantaloons] (male) Authors: Nila122, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/more-lpc-clothes-and-hair
[Pants] (female) Authors: bluecarrot16, JaidynReiman, ElizaWy, Joe White, Matthew Krohn (makrohn), Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, GPL 3.0, CC-BY-SA 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; http://opengameart.org/content/lpc-clothing-updates ; https://opengameart.org/content/lpc-expanded-pants
[Pants] (female) Authors: bluecarrot16, JaidynReiman, ElizaWy, Matthew Krohn (makrohn), Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, GPL 3.0, CC-BY-SA 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-expanded-pants
[Pants] (male) Authors: bluecarrot16, JaidynReiman, ElizaWy, Joe White, Matthew Krohn (makrohn), Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, GPL 3.0, CC-BY-SA 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; http://opengameart.org/content/lpc-clothing-updates ; https://opengameart.org/content/lpc-expanded-pants
[Pants] (male) Authors: bluecarrot16, JaidynReiman, ElizaWy, Matthew Krohn (makrohn), Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, GPL 3.0, CC-BY-SA 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-expanded-pants
[Parted 3] (female) Authors: ElizaWy | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Hair ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more
[Parted 3] (male) Authors: ElizaWy | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Hair ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more
[Pear cut Gem] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Pear cut Gem] (male) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Pear earrings] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Pear earrings] (male) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Pearl Gem] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Pearl Gem] (male) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[per_bend] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[per_bend] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[per_bend_sinister] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[per_bend_sinister] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[per_chevron] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[per_chevron] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[per_chevron_inverted] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[per_chevron_inverted] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[per_fess] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[per_fess] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[per_pale] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[per_pale] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[per_saltire] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[per_saltire] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[Pig] (female) Authors: bluecarrot16, Daniel Eddeland (daneeklu) | License: CC-BY 3.0, GPL 3.0 | https://opengameart.org/content/lpc-style-farm-animals ; http://opengameart.org/content/lpc-folk
[Pig] (male) Authors: bluecarrot16, Daniel Eddeland (daneeklu) | License: CC-BY 3.0, GPL 3.0 | https://opengameart.org/content/lpc-style-farm-animals ; http://opengameart.org/content/lpc-folk
[Pigface bascinet raised] (female) Authors: bluecarrot16, ElizaWy, Sander Frenken (castelonia) | License: OGA-BY 3.0, CC-BY-SA 4.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-realistic-helmet-pack ; https://opengameart.org/content/lpc-helmets-mega-pack ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Pigface bascinet raised] (male) Authors: bluecarrot16, ElizaWy, Sander Frenken (castelonia) | License: OGA-BY 3.0, CC-BY-SA 4.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-realistic-helmet-pack ; https://opengameart.org/content/lpc-helmets-mega-pack ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Pigface bascinet] (female) Authors: bluecarrot16, ElizaWy, Sander Frenken (castelonia) | License: OGA-BY 3.0, CC-BY-SA 4.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-realistic-helmet-pack ; https://opengameart.org/content/lpc-helmets-mega-pack ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Pigface bascinet] (male) Authors: bluecarrot16, ElizaWy, Sander Frenken (castelonia) | License: OGA-BY 3.0, CC-BY-SA 4.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-realistic-helmet-pack ; https://opengameart.org/content/lpc-helmets-mega-pack ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Pigface visor raised] (female) Authors: bluecarrot16, ElizaWy, Sander Frenken (castelonia) | License: OGA-BY 3.0, CC-BY-SA 4.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-realistic-helmet-pack ; https://opengameart.org/content/lpc-helmets-mega-pack ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Pigface visor raised] (male) Authors: bluecarrot16, ElizaWy, Sander Frenken (castelonia) | License: OGA-BY 3.0, CC-BY-SA 4.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-realistic-helmet-pack ; https://opengameart.org/content/lpc-helmets-mega-pack ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Pigface visor] (female) Authors: bluecarrot16, ElizaWy, Sander Frenken (castelonia) | License: OGA-BY 3.0, CC-BY-SA 4.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-realistic-helmet-pack ; https://opengameart.org/content/lpc-helmets-mega-pack ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Pigface visor] (male) Authors: bluecarrot16, ElizaWy, Sander Frenken (castelonia) | License: OGA-BY 3.0, CC-BY-SA 4.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-realistic-helmet-pack ; https://opengameart.org/content/lpc-helmets-mega-pack ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Pixie Wings] (female) Authors: The Foreman | License: OGA-BY 4.0, CC-BY-SA 4.0 | https://opengameart.org/content/lpc-fairy-wings
[Pixie Wings] (male) Authors: The Foreman | License: OGA-BY 4.0, CC-BY-SA 4.0 | https://opengameart.org/content/lpc-fairy-wings
[Plain Mask] (female) Authors: Nila122 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-masks ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Plain Mask] (male) Authors: Nila122 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-masks ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Plain skirt] (female) Authors: bluecarrot16, Pierre Vigier (pvigier), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites
[Plain skirt] (female) Authors: bluecarrot16, Pierre Vigier (pvigier), Johannes Sjölund (wulax), Ahmad3366 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites
[Plain skirt] (female) Authors: bluecarrot16, Pierre Vigier (pvigier), Johannes Sjölund (wulax), JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites
[Plain skirt] (male) Authors: bluecarrot16, Pierre Vigier (pvigier), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites
[Plain skirt] (male) Authors: bluecarrot16, Pierre Vigier (pvigier), Johannes Sjölund (wulax), Ahmad3366 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites
[Plain skirt] (male) Authors: bluecarrot16, Pierre Vigier (pvigier), Johannes Sjölund (wulax), JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites
[Plain] (female) Authors: JaidynReiman, Manuel Riecke (MrBeast), Joe White | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/ponytail-and-plain-hairstyles ; https://opengameart.org/content/lpc-expanded-hair
[Plain] (male) Authors: JaidynReiman, Manuel Riecke (MrBeast), Joe White | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/ponytail-and-plain-hairstyles ; https://opengameart.org/content/lpc-expanded-hair
[Plate] (female) Authors: bluecarrot16, Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; http://opengameart.org/content/lpc-clothing-updates
[Plate] (female) Authors: bluecarrot16, Matthew Krohn (makrohn), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-combat-armor-for-women ; http://opengameart.org/content/lpc-clothing-updates
[Plate] (female) Authors: JaidynReiman, bluecarrot16, Michael Whitlock (bigbeargames), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-combat-armor-for-women
[Plate] (female) Authors: JaidynReiman, bluecarrot16, Michael Whitlock (bigbeargames), Matthew Krohn (makrohn), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-combat-armor-for-women ; http://opengameart.org/content/lpc-clothing-updates
[Plate] (male) Authors: bluecarrot16, Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; http://opengameart.org/content/lpc-clothing-updates
[Plate] (male) Authors: bluecarrot16, Matthew Krohn (makrohn), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-combat-armor-for-women ; http://opengameart.org/content/lpc-clothing-updates
[Plate] (male) Authors: JaidynReiman, bluecarrot16, Michael Whitlock (bigbeargames), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-combat-armor-for-women
